EMPID,STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,PAY_SCALE_GROUP,GENDER,ETHNIC_ORIGIN,ACTION_REASON,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EMPLOYEE_PAY_BASIS,MANAGER_ID,ACTION_TYPE
21822,Active,Systems Analyst,IT,Finance & IT,Corporate,Non-Union,Regular Employee FT,55,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S4175,
20035,Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,55,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5144,
20856,Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,55,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Salary,S4630,
21692,Active,Laborer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,55,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1519,
20606,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,55,Boomer,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S3015,
22310,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,55,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2360,
20456,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,55,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1017,
21463,Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,55,Boomer,Group C,Female,W,Resigned - Career Prospects,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2632,Voluntary Separation
21411,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,55,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Daily,S79,
20088,Active,Staff Associate,Operations-West,Operations,Product,Non-Union,Regular Employee FT,55,Boomer,Not Assigned,Male,U,,No Rating,No Rating,Bi-Weekly,Hourly,S3214,
21997,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,55,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3369,
19536,Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,55,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1219,
20060,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,56,Boomer,Group K,Male,W,,No Rating,No Rating,Weekly,Daily,S768,
20178,Active,Laborer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1818,
21730,Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5712,
21793,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S874,
22109,Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1332,
20563,Active,Laborer,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Female,W,,Meets & Exceeds,Not assigned,Weekly,Hourly,S3980,
21391,Terminated,Technician,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,55,Boomer,Group C,Male,H,Resigned - Career Prospects,No Rating,No Rating,Bi-Weekly,Hourly,S1063,Voluntary Separation
19818,Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3143,
20344,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S643,
21017,Active,Laborer,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3983,
21021,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,56,Boomer,Group L,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2114,
20271,Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1375,
19962,Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2307,
20885,Active,Supervisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S4937,
20914,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1099,
19759,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,56,Boomer,Group J,Male,W,,No Rating,No Rating,Weekly,Hourly,S3600,
22587,Active,Supervisor,Operations-East,Operations,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,Monthly,Salary,S654,
22327,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S299,
21575,Active,Facilitator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Too New,Not assigned,Bi-Weekly,Hourly,S1481,
21767,Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1192,
22409,Active,Specialist,Support,Support,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5333,
20930,Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Salary,S4668,
21167,Active,Customer Service Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,56,Boomer,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2920,
22403,Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5185,
21317,Active,Forklift Driver,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3968,
22160,Terminated,Account Manager,Sales-East,Sales,Sales,Union,Regular Employee FT,55,Boomer,Not Assigned,Male,B,Retirement,No Rating,No Rating,Weekly,Daily,S785,Voluntary Separation
21677,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3403,
21723,Active,Laborer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1736,
22078,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1017,
22509,Active,Account Manager,Sales-East,Sales,Sales,Union,Regular Employee FT,56,Boomer,Not Assigned,Female,W,,No Rating,No Rating,Weekly,Daily,S825,
22047,Active,Financial Analyst,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,56,Boomer,Group C,Female,B,,No Rating,No Rating,Semi-Mont,Salary,S4071,
21802,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1100,
21521,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Too New,Not assigned,Bi-Weekly,Hourly,S1175,
20849,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2151,
20527,Active,Operator,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1275,
19816,Active,Forklift Driver,Factory-East,Manufacturing,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1011,
21471,Active,Operator,Support,Support,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Female,A,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1954,
22139,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2508,
20922,Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1466,
20123,Active,Laborer,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3872,
20024,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1160,
21349,Active,Labor,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3891,
20879,Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S1421,
20133,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S568,
20867,Active,Manager,Operations-West,Operations,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Meets & Exceeds,Strong Contributor,Monthly,Salary,S4746,
21480,Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1295,
21343,Active,Clerk,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Female,W,,No Rating,No Rating,Bi-Weekly,Hourly,S995,
22489,Active,Installer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,56,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1766,
19881,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1234,
22039,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S351,
21761,Active,Account Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5030,
19599,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1411,
20917,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,57,Boomer,Group N,Male,H,,No Rating,No Rating,Weekly,Hourly,S1369,
20130,Active,Director,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group R,Male,W,,Meets & Exceeds,Strong Contributor,Monthly,Salary,S2175,
22187,Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5380,
20996,Active,Account Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5405,
22528,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1140,
21916,Terminated,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,56,Boomer,Group C,Male,H,Resigned - Personal Reasons,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2543,Voluntary Separation
21487,Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1296,
21085,Active,Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,H,,Meets & Exceeds,Not assigned,Monthly,Salary,S5490,
22463,Active,Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group R,Male,W,,Successfully Meets Expectations,Emerging Talent,Monthly,Salary,S4266,
22052,Active,Laborer,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3894,
21647,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,A,,No Rating,No Rating,Weekly,Hourly,S2089,
22476,Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Developing/Meets Some,Strong Contributor,Monthly,Salary,S5171,
20384,Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,Monthly,Salary,S5822,
19712,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S600,
20800,Active,Laborer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1599,
21367,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Exceeds,Not assigned,Bi-Weekly,Hourly,S1858,
19980,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S829,
19964,Active,Forklift Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S2081,
20278,Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3346,
19668,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,Too New,Not assigned,Bi-Weekly,Hourly,S98,
21729,Active,Supervisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Salary,S4587,
21388,Active,Laborer,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3912,
22225,Active,Labor,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Female,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1689,
20695,Active,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3940,
20402,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2063,
20786,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Daily,S769,
19493,Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,N,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1985,
20599,Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S1619,
19621,Active,Manager,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group R,Male,W,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S5722,
20901,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1854,
21082,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S2516,
19885,Active,Mechanic,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1145,
21843,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1916,
22250,Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5209,
21342,Active,Installer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1973,
21854,Active,Labor,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3903,
21354,Active,Representative,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1122,
22449,Active,Laborer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,57,Boomer,Group U,Male,W,,No Rating,No Rating,Weekly,Hourly,S3355,
21992,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1453,
20120,Active,Operator,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,B,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1651,
22147,Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1399,
19973,Active,Laborer,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3872,
19916,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1977,
19900,Active,Supervisor,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Semi-Mont,Salary,S3897,
19873,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2271,
22055,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,57,Boomer,Group E,Male,W,,No Rating,No Rating,Weekly,Hourly,S3440,
20626,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S49,
20074,Terminated,Sales Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Female,W,Resigned - Personal Reasons,Developing/Meets Some,Not assigned,Monthly,Salary,S5686,Voluntary Separation
21402,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,57,Boomer,Group W,Male,W,,No Rating,No Rating,Weekly,Hourly,S3351,
21083,Active,Driver,Support,Support,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1150,
20255,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S135,
19968,Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S4985,
20950,Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5960,
20165,Active,Representative,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S975,
21892,Active,Supervisor,Support,Support,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5080,
19622,Active,Mechanic,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1229,
19915,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1329,
20552,Active,Analyst,Operations-East,Operations,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2319,
20749,Active,Labor,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1449,
22283,Active,Director,Support,Support,Product,Non-Union,Regular Employee FT,57,Boomer,Group R,Male,W,,Successfully Meets Expectations,Mastery,Semi-Mont,Salary,S4221,
21574,Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S1052,
22112,Active,Laborer,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3875,
20913,Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S4894,
19822,Active,Labor,Support,Support,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2677,
20188,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,B,,Developing/Meets Some,Not assigned,Bi-Weekly,Daily,S171,
22344,Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Daily,S46,
20928,Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2489,
19546,Active,Planner,Support,Support,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Female,W,,Developing/Meets Some,Not assigned,Monthly,Salary,S5510,
19637,Active,Account Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Developing/Meets Some,Not assigned,Monthly,Salary,S4894,
21556,Active,Mechanic,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1064,
19990,Active,Vice President,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Mastery,Monthly,Salary,S4165,
19768,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,57,Boomer,Group C,Female,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S998,
21193,Active,Manager,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,57,Boomer,Group C,Female,W,,Meets & Exceeds,Not assigned,Monthly,Salary,S5225,
19844,Active,Driver,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S25,
21842,Active,Operator,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,57,Boomer,Not Assigned,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S1165,
22245,Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,57,Boomer,Group C,Female,A,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3458,
19459,Active,Installer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,57,Boomer,Group S,Male,U,,No Rating,No Rating,Weekly,Hourly,S906,
21528,Active,Technical Advisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,57,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Semi-Mont,Salary,S2189,
19998,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,58,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3391,
20949,Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,58,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1194,
21672,Active,Collections Representative,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,58,Boomer,Group C,Female,W,,No Rating,No Rating,Semi-Mont,Salary,S4186,
20232,Active,Sales Manager,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,58,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S5434,
22238,Active,Technical Advisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,58,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Semi-Mont,Salary,S2363,
21001,Active,Mechanic,Factory-West,Manufacturing,Product,Non-Union,Regular Employee FT,58,Boomer,Group C,Male,W,,Successfully Meets Expectations,Placement Issue,Bi-Weekly,Hourly,S1613,
19509,Active,Driver,Support,Support,Product,Union,Regular Employee FT,58,Boomer,Group H,Male,W,,No Rating,No Rating,Weekly,Hourly,S3405,
19680,Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,58,Boomer,Group C,Male,H,,Successfully Meets Expectations,Strong Contributor,Monthly,Salary,S3574,
19498,Active,Supervisor,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,58,Boomer,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Monthly,Salary,S4635,
19924,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,58,Boomer,Group R,Male,W,,No Rating,No Rating,Weekly,Daily,S822,
